TEAM," NAME"," EXPERIENCE"," URL"," POSITION"," AGE"," HT"," WT"," COLLEGE"," SALARY"," PPG_LAST_SEASON"," APG_LAST_SEASON"," RPG_LAST_SEASON"," PER_LAST_SEASON"," PPG_CAREER"," APG_CAREER"," RGP_CAREER"," GP"," MPG"," FGM_FGA"," FGP"," THM_THA"," THP"," FTM_FTA"," FTP"," APG"," BLKPG"," STLPG"," TOPG"," PPG"
Minnesota Timberwolves,Luol Deng,14,http://www.espn.com/nba/player/_/id/2429,SF,33,205.74,107.24,Duke,"1,512,601",2.0,1.0,0.0,5.54,15.0,2.3,6.1,880,34.7,5.8-12.7,.455,0.7-2.2,.332,2.7-3.6,.770,2.3,0.5,1.0,1.6,15.0
Minnesota Timberwolves,Gorgui Dieng,5,http://www.espn.com/nba/player/_/id/2534781,C,28,210.82,114.03,Louisville,"15,170,787",5.9,4.6,0.5,14.69,8.3,6.7,1.1,376,24.5,3.2-6.3,.506,0.1-0.3,.328,1.8-2.3,.785,1.5,1.1,0.9,1.3,8.3
Minnesota Timberwolves,Taj Gibson,9,http://www.espn.com/nba/player/_/id/3986,PF,33,205.74,104.98,USC,"14,000,000",12.2,7.1,0.7,15.45,9.7,6.4,1.2,667,26.1,4.0-8.0,.506,0.0-0.1,.157,1.6-2.3,.703,1.0,1.2,0.6,1.2,9.7
Minnesota Timberwolves,Darius Johnson-Odom,2,http://www.espn.com/nba/player/_/id/6596,SG,29,187.96,92.31,Marquette,Not signed,NA,NA,NA,NA,0.0,0.3,0.9,7,3.0,0.0-1.6,.000,0.0-0.6,.000,0.0-0.3,.000,0.3,0.0,0.1,0.3,0.0
Minnesota Timberwolves,Tyus Jones,3,http://www.espn.com/nba/player/_/id/3135046,PG,22,187.96,88.69,Duke,"2,444,053",5.1,2.8,1.6,14.10,4.4,2.8,1.4,179,15.7,1.6-3.7,.423,0.5-1.4,.341,0.7-0.9,.810,2.8,0.1,1.0,0.7,4.4
Minnesota Timberwolves,James Nunnally,1,http://www.espn.com/nba/player/_/id/2326411,SF,28,200.66,94.12,UC Santa Barbara,"1,349,383",NA,NA,NA,NA,3.4,0.6,1.5,13,12.7,1.2-3.5,.326,0.6-1.9,.320,0.5-0.7,.667,0.6,0.2,0.5,0.5,3.4
Minnesota Timberwolves,Josh Okogie,0,http://www.espn.com/nba/player/_/id/4065663,SG,20,193.04,95.93,Georgia Tech,"2,160,746",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Minnesota Timberwolves,Justin Patton,1,http://www.espn.com/nba/player/_/id/3912332,C,21,213.36,109.05,Creighton,"2,667,600",2.0,0.0,0.0,19.88,2.0,0.0,0.0,1,4.0,1.0-2.0,.500,0.0-0.0,.000,0.0-0.0,.000,0.0,0.0,1.0,0.0,2.0
Minnesota Timberwolves,Derrick Rose,9,http://www.espn.com/nba/player/_/id/3456,PG,30,190.5,90.5,Memphis,"1,512,601",8.4,1.5,1.4,11.53,18.9,5.7,3.6,495,33.8,7.4-16.3,.451,0.7-2.5,.296,3.5-4.2,.822,5.7,0.4,0.8,2.8,18.9
Minnesota Timberwolves,Jonathan Stark,0,http://www.espn.com/nba/player/_/id/3057242,G,23,182.88,81.0,Murray State,Not signed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Minnesota Timberwolves,Jeff Teague,9,http://www.espn.com/nba/player/_/id/4015,PG,30,187.96,88.24,Wake Forest,"19,000,000",14.2,7.0,3.0,16.44,12.7,5.7,2.5,670,27.6,4.5-10.1,.447,0.9-2.5,.357,2.8-3.3,.844,5.7,0.3,1.2,2.3,12.7
Minnesota Timberwolves,Jared Terrell,0,http://www.espn.com/nba/player/_/id/3133843,SG,23,190.5,102.71,Rhode Island,Not signed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Minnesota Timberwolves,Anthony Tolliver,10,http://www.espn.com/nba/player/_/id/3276,PF,33,203.2,113.12,Creighton,"4,750,000",8.9,3.1,0.3,13.89,6.5,3.5,0.3,599,20.3,2.2-5.1,.421,1.2-3.2,.376,1.0-1.3,.772,0.9,0.3,0.4,0.6,6.5
Minnesota Timberwolves,Karl-Anthony Towns,3,http://www.espn.com/nba/player/_/id/3136195,SF,22,213.36,112.22,Kentucky,"7,839,435",21.3,2.4,12.3,24.99,21.6,2.4,11.7,246,34.9,8.4-15.5,.543,1.0-2.6,.387,3.8-4.5,.836,2.4,1.4,0.7,2.3,21.6
Minnesota Timberwolves,Andrew Wiggins,4,http://www.espn.com/nba/player/_/id/3059319,PG,23,203.2,87.78,Kansas,"25,467,250",17.7,2.0,4.4,13.10,19.7,2.1,4.1,327,36.2,7.2-16.2,.447,1.0-2.9,.330,4.3-5.8,.741,2.1,0.5,1.0,2.1,19.7
Minnesota Timberwolves,C.J. Williams,1,http://www.espn.com/nba/player/_/id/2325499,SG,28,195.58,102.26,North Carolina State,Not signed,5.5,1.1,1.5,9.56,5.5,1.1,1.5,38,18.6,2.3-5.2,.442,0.6-2.1,.282,0.3-0.4,.813,1.1,0.3,0.8,0.5,5.5
Oklahoma City Thunder,Alex Abrines,2,http://www.espn.com/nba/player/_/id/2995702,SG,25,198.12,90.5,-,"5,455,236",4.7,0.4,1.5,9.03,5.3,0.5,1.4,143,15.3,1.7-4.4,.394,1.2-3.3,.380,0.6-0.7,.874,0.5,0.1,0.5,0.4,5.3
Oklahoma City Thunder,Steven Adams,5,http://www.espn.com/nba/player/_/id/2991235,C,25,213.36,119.91,Pittsburgh,"24,157,303",13.9,9.0,1.0,20.69,8.8,6.9,1.0,387,25.5,3.6-6.1,.586,0.0-0.0,.000,1.6-2.8,.568,0.9,1.0,0.8,1.4,8.8
Oklahoma City Thunder,Deonte Burton,0,http://www.espn.com/nba/player/_/id/3059358,G,24,195.58,110.86,Iowa State,Not signed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oklahoma City Thunder,Tyler Davis,0,http://www.espn.com/nba/player/_/id/3947078,C,21,208.28,120.36,Texas A&M,Not signed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oklahoma City Thunder,Hamidou Diallo,0,http://www.espn.com/nba/player/_/id/4080610,SG,20,195.58,89.59,Kentucky,"838,464",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oklahoma City Thunder,Raymond Felton,13,http://www.espn.com/nba/player/_/id/2753,PG,34,185.42,92.76,North Carolina,"1,512,601",6.9,2.5,1.9,13.11,11.4,5.4,3.0,938,30.3,4.3-10.5,.412,1.0-2.9,.329,1.8-2.3,.789,5.4,0.2,1.2,2.1,11.4
Oklahoma City Thunder,Terrance Ferguson,1,http://www.espn.com/nba/player/_/id/4230546,SG,20,200.66,85.97,-,"2,118,840",3.1,0.3,0.8,7.43,3.1,0.3,0.8,61,12.5,1.1-2.8,.414,0.7-2.0,.333,0.1-0.2,.900,0.3,0.2,0.4,0.2,3.1
Oklahoma City Thunder,Paul George,8,http://www.espn.com/nba/player/_/id/4251,SF,28,205.74,99.55,Fresno State,"30,560,700",21.9,3.3,5.7,18.71,18.6,3.2,6.2,527,33.4,6.4-14.7,.432,2.2-5.8,.376,3.8-4.4,.845,3.2,0.4,1.7,2.6,18.6
Oklahoma City Thunder,Jerami Grant,4,http://www.espn.com/nba/player/_/id/2991070,SF,24,205.74,99.55,Syracuse,"8,653,847",8.4,0.7,3.9,16.19,7.5,1.0,3.6,303,21.9,2.5-5.7,.444,0.5-1.7,.301,1.9-3.0,.641,1.0,1.2,0.5,1.0,7.5
Oklahoma City Thunder,Timothe Luwawu-Cabarrot,2,http://www.espn.com/nba/player/_/id/3893019,SG,23,198.12,95.02,-,"1,544,951",5.8,1.0,1.4,7.08,6.1,1.1,1.8,121,16.5,2.0-5.2,.390,0.9-2.6,.323,1.2-1.5,.834,1.1,0.1,0.4,0.9,6.1
Oklahoma City Thunder,Abdel Nader,1,http://www.espn.com/nba/player/_/id/2595435,SF,25,198.12,101.81,Iowa State,"1,378,242",3.0,0.5,1.5,5.14,3.0,0.5,1.5,48,10.9,1.0-3.1,.336,0.5-1.4,.354,0.5-0.8,.590,0.5,0.2,0.3,0.7,3.0
Oklahoma City Thunder,Nerlens Noel,4,http://www.espn.com/nba/player/_/id/2991280,SF,24,210.82,99.55,Kentucky,"1,757,429",4.4,0.7,5.6,16.19,9.3,1.4,7.2,223,26.0,3.8-7.4,.512,0.0-0.0,.250,1.7-2.7,.624,1.4,1.4,1.6,1.7,9.3
Oklahoma City Thunder,Patrick Patterson,8,http://www.espn.com/nba/player/_/id/4264,PF,29,205.74,104.07,Kentucky,"5,451,600",3.9,2.4,0.3,10.00,7.3,4.3,0.5,559,22.7,2.9-6.4,.455,0.9-2.3,.370,0.6-0.8,.757,1.1,0.5,0.6,0.7,7.3
Oklahoma City Thunder,Andre Roberson,5,http://www.espn.com/nba/player/_/id/2530596,SG,26,200.66,95.02,Colorado,"10,000,000",5.0,1.2,4.7,10.90,4.6,0.9,4.0,295,22.5,1.9-4.0,.482,0.4-1.4,.257,0.4-0.9,.467,0.9,0.7,0.9,0.6,4.6
Oklahoma City Thunder,Dennis Schroder,5,http://www.espn.com/nba/player/_/id/3032979,PG,25,185.42,77.83,-,"15,500,000",19.4,6.2,3.1,17.41,12.9,4.8,2.5,352,23.7,4.9-11.3,.434,0.9-2.8,.320,2.2-2.6,.827,4.8,0.1,0.8,2.4,12.9
Oklahoma City Thunder,Russell Westbrook,10,http://www.espn.com/nba/player/_/id/3468,PG,29,190.5,90.5,UCLA,"35,654,150",25.4,10.3,10.1,24.80,23.0,8.2,6.6,748,34.4,8.0-18.4,.435,1.1-3.5,.311,5.9-7.2,.814,8.2,0.3,1.7,4.0,23.0
Portland Trail Blazers,Al-Farouq Aminu,8,http://www.espn.com/nba/player/_/id/4248,PF,28,205.74,99.55,Wake Forest,"6,957,105",9.3,7.6,0.6,12.02,7.5,5.9,0.6,589,24.8,2.8-6.6,.421,0.7-2.2,.335,1.2-1.7,.726,1.2,0.6,1.0,1.3,7.5
Portland Trail Blazers,Wade Baldwin IV,2,http://www.espn.com/nba/player/_/id/3136696,PG,22,193.04,90.5,Vanderbilt,"1,544,951",5.4,0.7,1.1,16.59,3.6,1.7,1.4,40,12.1,1.3-3.4,.368,0.2-0.7,.259,0.9-1.2,.787,1.7,0.2,0.5,1.1,3.6
Portland Trail Blazers,Zach Collins,1,http://www.espn.com/nba/player/_/id/4066650,PF,20,213.36,106.33,Gonzaga,"3,628,920",4.4,3.3,0.5,7.56,4.4,3.3,0.5,66,15.8,1.7-4.4,.398,0.5-1.7,.310,0.4-0.6,.643,0.8,0.5,0.3,0.9,4.4
Portland Trail Blazers,Seth Curry,4,http://www.espn.com/nba/player/_/id/2326307,SG,28,187.96,83.71,Duke,"2,795,000",NA,NA,NA,NA,10.2,2.2,2.1,118,23.2,3.7-7.9,.473,1.6-3.7,.432,1.1-1.3,.844,2.2,0.1,0.9,1.1,10.2
Portland Trail Blazers,Maurice Harkless,6,http://www.espn.com/nba/player/_/id/6591,SF,25,205.74,99.55,St. John's,"10,837,079",6.5,0.9,2.7,12.59,7.3,0.9,3.6,415,23.0,2.9-6.1,.474,0.6-1.9,.330,0.9-1.5,.607,0.9,0.6,1.0,0.9,7.3
Portland Trail Blazers,Jake Layman,2,http://www.espn.com/nba/player/_/id/2982268,SF,24,205.74,97.29,Maryland,"1,544,951",1.0,0.3,0.5,4.90,1.6,0.3,0.6,70,5.8,0.6-1.9,.294,0.2-1.0,.239,0.2-0.3,.750,0.3,0.1,0.2,0.2,1.6
Portland Trail Blazers,Meyers Leonard,6,http://www.espn.com/nba/player/_/id/6605,PF,26,215.9,115.38,Illinois,"10,595,506",3.4,2.1,0.0,17.81,5.5,3.7,0.3,332,15.7,2.1-4.5,.468,0.7-1.8,.373,0.6-0.7,.824,0.8,0.3,0.2,0.7,5.5
Portland Trail Blazers,Damian Lillard,6,http://www.espn.com/nba/player/_/id/6606,PG,28,190.5,88.24,Weber State,"27,977,689",26.9,6.6,4.5,25.19,23.1,6.2,4.1,469,36.4,7.7-17.8,.432,2.7-7.3,.368,5.1-5.7,.884,6.2,0.3,0.9,2.8,23.1
Portland Trail Blazers,CJ McCollum,5,http://www.espn.com/nba/player/_/id/2490149,SG,27,190.5,85.97,Lehigh,"25,759,766",21.4,3.4,4.0,17.00,17.2,2.9,3.0,341,29.2,6.5-14.4,.454,1.9-4.7,.408,2.2-2.6,.842,2.9,0.3,0.9,1.8,17.2
Portland Trail Blazers,Jusuf Nurkic,4,http://www.espn.com/nba/player/_/id/3102530,C,24,213.36,124.43,-,"11,111,111",14.3,9.0,1.4,19.28,10.4,7.3,1.2,238,21.6,4.3-8.9,.485,0.0-0.1,.000,1.8-3.0,.612,1.5,1.2,0.8,2.0,10.4
Portland Trail Blazers,Cameron Oliver,0,http://www.espn.com/nba/player/_/id/3928275,PF,22,203.2,101.81,Nevada,Not signed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Portland Trail Blazers,Chinanu Onuaku,2,http://www.espn.com/nba/player/_/id/3147366,C,21,208.28,110.86,Louisville,"1,544,951",4.0,4.0,0.0,-3.19,3.0,2.3,0.2,6,12.3,1.2-2.0,.583,0.0-0.0,.000,0.7-0.7,1.000,0.7,0.2,0.5,1.2,3.0
Portland Trail Blazers,Gary Payton II,2,http://www.espn.com/nba/player/_/id/3134903,PG,25,190.5,85.97,Oregon State,Not signed,3.0,0.9,1.9,9.80,3.1,1.2,1.9,29,11.0,1.3-3.3,.396,0.2-1.2,.206,0.2-0.5,.429,1.2,0.2,0.3,0.6,3.1
Portland Trail Blazers,Anfernee Simons,0,http://www.espn.com/nba/player/_/id/4351851,SG,19,193.04,83.71,-,"1,760,520",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Portland Trail Blazers,Nik Stauskas,4,http://www.espn.com/nba/player/_/id/2991042,SG,25,198.12,92.76,Michigan,"1,512,601",4.4,1.0,1.6,9.05,7.0,1.6,2.1,267,21.1,2.4-6.1,.386,1.2-3.5,.349,1.1-1.4,.801,1.6,0.3,0.4,1.1,7.0
Portland Trail Blazers,Caleb Swanigan,1,http://www.espn.com/nba/player/_/id/3906671,PF,21,205.74,113.12,Purdue,"1,740,000",2.3,2.0,0.1,7.49,2.3,2.0,0.1,27,7.0,0.9-2.2,.400,0.0-0.3,.125,0.4-0.7,.667,0.5,0.1,0.2,0.7,2.3
Portland Trail Blazers,Gary Trent Jr.,0,http://www.espn.com/nba/player/_/id/4277843,SG,19,198.12,92.76,Duke,"838,464",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Portland Trail Blazers,Evan Turner,8,http://www.espn.com/nba/player/_/id/4239,SG,29,200.66,99.55,Ohio State,"17,868,853",8.2,2.2,3.1,9.88,10.2,3.5,4.8,613,27.9,4.1-9.5,.433,0.4-1.4,.301,1.6-2.0,.788,3.5,0.3,0.8,1.8,10.2
Utah Jazz,Grayson Allen,0,http://www.espn.com/nba/player/_/id/3135045,SG,23,195.58,89.59,Duke,"2,074,320",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Utah Jazz,Tony Bradley,1,http://www.espn.com/nba/player/_/id/4065673,C,20,208.28,112.22,North Carolina,"1,679,520",0.9,1.2,0.0,9.51,0.9,1.2,0.0,9,3.2,0.3-1.2,.273,0.0-0.1,.000,0.2-0.2,1.000,0.1,0.0,0.0,0.0,0.9
Utah Jazz,Alec Burks,7,http://www.espn.com/nba/player/_/id/6429,SG,27,198.12,96.83,Colorado,"11,536,515",7.7,1.0,3.0,13.13,9.7,1.6,2.9,365,21.0,3.4-7.9,.426,0.6-1.8,.353,2.3-3.1,.765,1.6,0.1,0.6,1.3,9.7
Utah Jazz,Tyler Cavanaugh,1,http://www.espn.com/nba/player/_/id/2982349,PF,24,205.74,107.69,George Washington,Not signed,4.7,3.3,0.1,13.09,4.7,3.3,0.1,39,13.3,1.7-3.9,.441,0.8-2.3,.360,0.4-0.5,.810,0.7,0.1,0.2,0.3,4.7
Utah Jazz,Isaiah Cousins,0,http://www.espn.com/nba/player/_/id/2990983,PG,24,193.04,86.43,Oklahoma,Not signed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Utah Jazz,Jae Crowder,6,http://www.espn.com/nba/player/_/id/6581,PF,28,198.12,106.33,Marquette,"7,305,825",9.7,3.4,0.3,10.44,9.0,3.8,0.3,463,23.7,3.2-7.4,.429,1.2-3.6,.341,1.5-1.9,.791,1.4,0.3,1.0,0.8,9.0
Utah Jazz,Dante Exum,3,http://www.espn.com/nba/player/_/id/3102528,PG,23,198.12,85.97,-,"9,600,000",8.1,3.1,1.9,16.72,5.7,2.2,1.8,162,20.2,2.1-5.3,.395,0.8-2.7,.306,0.6-0.8,.757,2.2,0.2,0.4,1.3,5.7
Utah Jazz,Derrick Favors,8,http://www.espn.com/nba/player/_/id/4257,PF,27,208.28,119.91,Georgia Tech,"16,900,000",12.3,7.2,1.1,18.82,11.6,7.2,1.3,556,26.1,4.7-9.0,.517,0.0-0.2,.202,2.2-3.3,.663,1.1,1.3,0.8,1.5,11.6
Utah Jazz,Rudy Gobert,5,http://www.espn.com/nba/player/_/id/3032976,C,26,215.9,110.86,-,"23,241,573",13.5,10.7,2.3,20.71,10.0,10.0,2.2,325,28.0,3.6-5.9,.614,0.0-0.0,.000,2.7-4.3,.629,1.2,2.2,0.6,1.6,10.0
Utah Jazz,Isaac Haas,0,http://www.espn.com/nba/player/_/id/3136990,C,22,218.44,131.22,-,Not signed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Utah Jazz,Joe Ingles,4,http://www.espn.com/nba/player/_/id/2968436,SF,31,203.2,102.26,-,"13,045,455",11.5,4.8,4.2,14.42,7.0,2.8,2.9,324,23.0,2.5-5.6,.447,1.5-3.6,.416,0.5-0.6,.761,2.8,0.1,1.0,1.3,7.0
Utah Jazz,Trey Lewis,0,http://www.espn.com/nba/player/_/id/2579285,PG,25,187.96,83.71,Louisville,Not signed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Utah Jazz,Jairus Lyles,0,http://www.espn.com/nba/player/_/id/3074787,PG,23,187.96,79.19,UMBC,Not signed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Utah Jazz,Donovan Mitchell,1,http://www.espn.com/nba/player/_/id/3908809,SG,22,190.5,97.29,Louisville,"3,111,480",20.5,3.7,3.7,16.74,20.5,3.7,3.7,79,33.4,7.5-17.2,.437,2.4-7.0,.340,3.0-3.8,.805,3.7,0.3,1.5,2.7,20.5
Utah Jazz,Naz Mitrou-Long,1,http://www.espn.com/nba/player/_/id/2990968,SG,25,193.04,98.64,Iowa State,Not signed,3.0,0.0,0.0,133.95,3.0,0.0,0.0,1,1.0,1.0-1.0,1.000,1.0-1.0,1.000,0.0-0.0,.000,0.0,0.0,0.0,0.0,3.0
Utah Jazz,Raul Neto,3,http://www.espn.com/nba/player/_/id/2968361,PG,26,185.42,81.0,-,"2,150,000",4.5,1.8,1.2,11.91,4.7,1.7,1.2,162,14.5,1.8-4.1,.439,0.6-1.5,.388,0.5-0.7,.754,1.7,0.1,0.6,1.0,4.7
Utah Jazz,Georges Niang,2,http://www.espn.com/nba/player/_/id/2990969,SF,25,203.2,104.07,Iowa State,"1,512,601",1.0,0.3,1.0,9.22,0.9,0.3,0.8,32,3.9,0.4-1.5,.277,0.0-0.5,.063,0.1-0.1,.750,0.3,0.0,0.2,0.3,0.9
Utah Jazz,Royce O'Neale,1,http://www.espn.com/nba/player/_/id/2583632,SF,25,198.12,102.26,Baylor,"1,378,242",5.0,1.4,3.4,10.84,5.0,1.4,3.4,69,16.7,1.7-4.1,.423,0.6-1.7,.356,0.9-1.1,.803,1.4,0.2,0.5,0.8,5.0
Utah Jazz,Ricky Rubio,7,http://www.espn.com/nba/player/_/id/4011,PG,27,193.04,85.97,-,"14,975,000",13.1,5.3,4.6,15.43,10.8,7.9,4.3,430,31.3,3.4-9.0,.385,0.8-2.4,.325,3.2-3.8,.836,7.9,0.1,2.0,2.8,10.8
Utah Jazz,Thabo Sefolosha,12,http://www.espn.com/nba/player/_/id/3028,SF,34,200.66,99.55,-,"5,250,000",8.2,0.9,4.2,15.86,6.1,1.5,3.9,778,23.2,2.3-5.2,.449,0.6-1.7,.347,0.8-1.1,.737,1.5,0.4,1.1,0.9,6.1
Utah Jazz,Ekpe Udoh,6,http://www.espn.com/nba/player/_/id/4261,C,31,208.28,110.86,Baylor,"3,360,000",2.6,2.4,1.2,15.19,3.7,3.0,1.2,333,16.1,1.4-3.2,.437,0.0-0.0,.000,0.9-1.2,.724,0.7,1.2,0.5,0.6,3.7
